Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,MA50,MA200,EMA50,Momentum,RSI,MACD,Signal,MACD Singal Diff,Stoch,Stoch Signal,Upper_band,Lower_band
1982-05-25,0.256696,0.258929,0.256696,0.256696,0.204486,12891200.0,0.0,0.0,0.025619872628828727,0.25414514285714285,0.26711300000000004,0.28325886,0.326685245,0.30285915996412943,-2.7477679999999998,39.02418957609963,-0.009015542263943688,-0.008375457631278596,-0.0006400846326650913,15.788356794227873,14.034094928202563,0.29178139688348353,0.24244460311651653
1982-05-26,0.256696,0.256696,0.254464,0.254464,0.202707,10819200.0,-0.009,-0.0022319999999999562,0.025559997848880266,0.2538262857142857,0.26626266666666665,0.28303564000000003,0.32577006500000005,0.3019092244567657,-2.745536,37.68637851572561,-0.008861803202099339,-0.008472726745442746,-0.0003890764566565931,10.525571196152002,14.034094928202563,0.2914036235246384,0.24112170980869493
1982-05-27,0.252232,0.252232,0.25,0.25,0.199151,7812000.0,-0.009,-0.0044640000000000235,0.025655188718496404,0.25350742857142855,0.2657311904761905,0.282991,0.32487721,0.3008903336087832,-2.743304,35.0950557799258,-0.008996465723992264,-0.00857747454115265,-0.00041899118283961374,0.0,8.771309330126606,0.2917805823203139,0.23968179863206707
1982-05-28,0.25,0.252232,0.25,0.25,0.199151,4799200.0,0.0,0.0,0.02568600565967931,0.25350742857142855,0.26519971428571426,0.28254458,0.324051315,0.2998914623293591,-2.743304,35.0950557799258,-0.008999446722922688,-0.008661868977506659,-0.0003375777454160296,0.0,3.508523732050648,0.2920828167268056,0.23831661184462297
1982-06-01,0.247768,0.247768,0.245536,0.245536,0.195595,11900000.0,-0.009,-0.004463999999999996,0.025873708217355202,0.25255085714285713,0.264349380952381,0.2815178,0.323236585,0.298824599205416,-2.745536,32.50307975595089,-0.00925532703008558,-0.008780560588022443,-0.00047476644206313756,0.0,0.0,0.2925689451763648,0.2361298167283972
1982-06-02,0.25,0.252232,0.25,0.25,0.199151,8226400.0,0.0,0.004463999999999996,0.025782456764809166,0.2519131428571429,0.2632864761904762,0.28013388,0.32251114000000003,0.2978663120880119,-2.75,37.47605289356876,-0.008994226677804806,-0.008823293805978915,-0.00017093287182589137,15.38355503480596,5.127851678268634,0.29192334735770903,0.23464960502324334
1982-06-03,0.245536,0.245536,0.241071,0.241071,0.192039,9940000.0,-0.018,-0.008928999999999992,0.026071280723205536,0.24968100000000001,0.2613731904761905,0.27866066,0.32178568999999996,0.2967516042011099,-2.75,32.34299961482209,-0.009399447465302191,-0.008938524537843572,-0.00046092292745861935,0.0,5.127851678268634,0.29033632994429204,0.232410051008089
1982-06-04,0.236607,0.236607,0.234375,0.234375,0.186704,9419200.0,-0.009,-0.0066960000000000075,0.02664763336862008,0.24649228571428572,0.25935361904761906,0.27741066,0.321049085,0.2955273767975236,-2.754464,29.121667694415407,-0.01014396577499041,-0.00917961278527294,-0.0009643529897174694,0.0,5.127851678268634,0.28968516298114744,0.22902207511409067
1982-06-07,0.234375,0.236607,0.234375,0.234375,0.186704,9290400.0,0.0,0.0,0.027086076467986827,0.24362242857142857,0.25690890476190475,0.2762053,0.320290155,0.2943271988118297,-2.75,29.12166769441542,-0.010611677091412919,-0.009466025646500937,-0.0011456514449119815,0.0,0.0,0.28658571498744956,0.22723209453635998
1982-06-08,0.234375,0.234375,0.232143,0.232143,0.184926,7851200.0,-0.01,-0.0022320000000000118,0.02753389340881932,0.24107142857142858,0.2541452857142857,0.27504458,0.31965399499999997,0.29310679245047055,-2.758929,28.04194692503836,-0.011035238070474268,-0.009779868131295603,-0.0012553699391786646,0.0,0.0,0.2815300505746646,0.22676052085390672
